Base ID:,National ID:,Unlic. ID:,Unl. Nat. ID:,Nationality:,,Deprecated nat.:,,Full real name:,Proposed in-game name:,Date of birth:,Soccerway:,Name in home country or alternative:,Real name in-game:,Real name in-game (japanese):,Real name in-game (chinese):,License status:,Adaptability:,Look-alike name:,Look-alike name (japansese):,Fake name:,Fake name (japanese),Fake name (chinese):,PES 2021:,PES 2020:,PES 2019:,PES 2018:,PES 2017:,PES 2016:,PES 2015:
100729,231801,362873,493945,145,Bolivian,‒,‒,Erwin Sánchez Freking,ERWIN SÁNCHEZ,10/19/1969,251454,,,,,FALSE,,,,"O. ANAYA
T. CAPDEVILA","オスカル アナヤ
ティアゴ カプデビラ",,,,,,PES2017,PES2016,
100730,231802,362874,493946,146,Brazilian,‒,‒,Deivid de Souza,DEIVID,10/22/1979,4749,,,,,FALSE,,,,S. AGUILAR,サンドロ アギラル,,,,,,,PES2016,
100731,231803,362875,493947,146,Brazilian,‒,‒,Paulo Roberto Falcão,P. R. FALCÃO,10/16/1953,185458,,,,,FALSE,,,,"T. PESSANHA
O. MEIRA","タデウ ペサーニャ
オタヴィオ メイラ",,,,,,PES2017,PES2016,
100732,231804,362876,493948,146,Brazilian,‒,‒,Raul Maia Cabral,R. CABRAL,10/6/1981,344005,,,,,FALSE,,,,I. ANDRADE,イニーゴ アンドラージ,,,,,,,PES2016,
100733,231805,362877,493949,147,Chilean,‒,‒,Miguel Andrés Ponce Torres,,8/19/1971,203347,,M. PONCE,ミゲル ポンセ,,TRUE,64,,,"O. RUANO
O. BIDAOLA","オルランド ルアノ
オレゲール ビダオラ",奥尔兰多·鲁亚诺,PES2021,,PES2019,PES2018,PES2017,PES2016,
100734,231806,362878,493950,147,Chilean,‒,‒,Miguel Augusto Riffo Garay,M. RIFFO,6/21/1981,311973,,,,,FALSE,,,,A. NOZAL,アンドレス ノサル,,,,,,,PES2016,
100735,231807,362879,493951,147,Chilean,‒,‒,Miguel 'Cheíto' Ramírez Pérez,,6/11/1970,422773,,M. RAMÍREZ,ミゲル ラミレス,,TRUE,65,,,N. CARMENA,ニカノール カルメナ,尼卡诺尔·卡尔梅纳,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100736,231808,362880,493952,147,Chilean,‒,‒,Nicolas Andrés Córdova San Cristóbal,,2/9/1979,431499,,N. CÓRDOVA,ニコラス コルドバ,尼古拉斯·科尔多瓦,TRUE,65,,,A. LOYOLA,アンヘル ロヨラ,,,PES2020,,PES2018,PES2017,PES2016,
100737,231809,362881,493953,204,English,‒,‒,Gary Alexander Neville,G. NEVILLE,2/18/1975,180,,,,,FALSE,,,,C. FRY,チャス フライ,,,,,,,PES2016,
100738,231810,362882,493954,204,English,‒,‒,Brian James McDermott,B. MCDERMOTT,4/8/1961,156100,,,,,FALSE,,,,"V. STORACE
J. FELTON","ヴィック ストレイス
ジョシュ フェルトン",,,,,,PES2017,PES2016,
100739,231811,362883,493955,204,English,‒,‒,Mark Anthony Lillis,M. LILIS,1/17/1960,282861,,,,,FALSE,,,,O. SALMOND,オーウェン サモンド,,,,,,PES2017,,
100740,231812,362884,493956,208,French,‒,‒,Zinedine 'Zizou' Yazid Zidane,Z. ZIDANE,6/23/1972,549,,,,,FALSE,90,,,"Y. GRIMAULT
B. GRIGNON
B. AUDRAN
S. BALSA","ヨアン グリモー
ベルナール グリニョン
ベランジェ オードラン
サガモア バルサ",尤安·格里莫,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100741,231813,362885,493957,208,French,‒,‒,Nicolas Rabuel,N. RABUEL,1/15/1978,37753,,,,,FALSE,,,,J. CHARON,ジョセフ シャロン,,,,,PES2018,,,
100742,231814,362886,493958,208,French,‒,‒,Frédéric Antonetti,F. ANTONETTI,8/19/1961,110850,,,,,FALSE,73,,,"P. SEGUELA
L. BENBOUDAOUD
B. GIOVANNI","ピエール アレクシス セグエラ
ルイ アルベール バンブダウ
バジル ジョヴァンニ",皮埃尔-阿列克西·塞格拉,PES2021,PES2020,PES2019,,PES2017,PES2016,
100744,231816,362888,493960,208,French,‒,‒,Bruno Génésio,,9/1/1966,161114,,B. GÉNÉSIO,ブルーノ ジェネシオ,布鲁诺·热内西奥,TRUE,76,,,"C. TIBERI
A. PEQUEGNOT
D. SARTINE
A. PLACE","シャルル ルイ ティベリ
アルテュール ペケニュー
ディディエ サルティーヌ
アドルフ プラース",夏尔-路易·蒂贝里,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100745,231817,362889,493961,208,French,‒,‒,Rémi Garde,R. GARDE,4/3/1966,193975,,,,,FALSE,,,,W. SMET,ワルテール スメ,,,,,,,PES2016,
100746,231818,362890,493962,208,French,‒,‒,Laurent Roussey,L. ROUSSEY,12/27/1961,195465,,,,,FALSE,,,,J. COUTARD,ジョニー クタール,,,,,,,PES2016,
100749,231821,362893,493965,208,French,‒,‒,Bernard Blaquart,B. BLAQUART,8/16/1957,262102,,,,,FALSE,72,,,"A. TERZIAN
F. CUVILLIER
V. LABOURIER
T. FATTORI","アメデ エルネスト テルジアン
フェリシアン キュヴィリエ
ヴィクトル ラブリエ
テオドール ファットリ",阿梅代-埃内斯特·特齐安,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100750,231822,362894,493966,208,French,‒,‒,Claude Robin,C. ROBIN,12/10/1960,312127,,,,,FALSE,70,,,"F. POUSSIN
H. BOISSET","フローラン プッサン
アンリ ボワッセ",,PES2021,,,,PES2017,,
100751,231823,362895,493967,210,German,‒,‒,Jürgen Norbert Klopp,,6/16/1967,105865,,J. KLOPP,ユルゲン クロップ,,TRUE,92,,,"G. ZEITZLER
H. REINARD","ゲールノート ツァイツラー
ハンヒェン レイナルド",格诺特·蔡茨勒,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100752,231824,362896,493968,210,German,‒,‒,André Schubert,,7/24/1971,143499,,A. SCHUBERT,アンドレ シューベルト,,TRUE,,,,,,,,,,,,PES2016,
100753,231825,362897,493969,210,German,135,U.S. American,David Wagner,,10/19/1971,203317,,D. WAGNER,ダヴィド ヴァグナー,大卫·瓦格纳,TRUE,76,,,"C. HEINZE
P. ROBILLARD
J. VON BOSE
M. SOMMERFELDT","コルネリウス ハインツェ
プラチドゥス ロビラート
ヨーナ フォン ボーゼ
マティアス ゾマーフェルト",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100754,231826,362898,493970,215,Italian,‒,‒,Luigi 'Gigi' Delneri,,8/23/1950,110813,,L. DELNERI,ルイージ デルネーリ,,TRUE,76,,,"C. MACELLARI
F. COGOLI","セレスティーノ マチェラーリ
フォルトゥナート コゴリ",切莱斯蒂诺·马切拉里,PES2021,,,PES2018,PES2017,PES2016,
100756,231828,362900,493972,215,Italian,‒,‒,Mario Somma,M. SOMMA,9/17/1963,168815,,,,,FALSE,,,,L. FRESI,レオポルド フレージ,,,,,,,PES2016,
100757,231829,362901,493973,224,Dutch,‒,‒,Rob Maas,R. MAAS,12/17/1969,2327,,,,,FALSE,,,,"G. DRIESSEN
C. DE LEEUW","ヘールト ヤン ドリーセン
カミール デ レーウ",,,,,,PES2017,PES2016,
100758,231830,362902,493974,224,Dutch,‒,‒,Jerrel 'Jimmy' Floyd Hasselbaink,J. F. HASSELBAINK,3/27/1972,2786,,,,,FALSE,,,,"V. DEKKER
K. BLOM","ファンデルポール デケル
クネリス ブロム",,,,,,PES2017,PES2016,
100759,231831,362903,493975,224,Dutch,‒,‒,Foppe Geert de Haan,F. DE HAAN,6/26/1943,162386,,,,,FALSE,,,,"C. VAN LEEUWEN
R. EVERS","ヒール ファン レーウウェン
リヌス エフェルス",,,,,,PES2017,PES2016,
100760,231832,362904,493976,224,Dutch,‒,‒,René Hake,R. HAKE,1/1/1970,163103,,,,,FALSE,69,,,"B. DE LEEUW
S. KONING
A. SCHOUTEN","バルト ヤン デ レーウ
スフイレル コニング
アドリアーン スハウテン",巴特-扬·德莱乌,PES2021,,,PES2018,PES2017,PES2016,
100762,231834,362906,493978,236,Spanish,‒,‒,José Luis Martí Soler,J. L. MARTÍ,4/28/1975,4487,,,,,FALSE,68,,,"F. AZKORRA
E. GASTANVIDE
E. ROS","ファウスト アスコラ
エゴイ ガスタンビーデ
エルネスト ロス",福斯托·阿斯科拉,PES2021,PES2020,,PES2018,PES2017,PES2016,
100763,231835,362907,493979,236,Spanish,‒,‒,Josep Oriol Alsina Garcia,O. ALSINA,8/21/1968,209690,,,,,FALSE,,,,E. SIMEON,エンリク シメオン,,,,,,,PES2016,
100764,231836,362908,493980,236,Spanish,‒,‒,Beñat San José Gil,,9/24/1979,286498,,BEÑAT SAN JOSÉ,ベニャト サン ホセ,贝尼亚特·圣何塞,TRUE,71,,,,,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100765,231837,362909,493981,236,Spanish,‒,‒,Luis Miguel Ramis,L. M. RAMIS,7/25/1970,314142,,,,,FALSE,67,,,"I. CORRALES
G. CORRETJA","イボ コラーレス
グスターボ コレチャ",伊沃·科拉莱斯,PES2021,PES2020,,PES2018,PES2017,,
100767,231839,362911,493983,190,Turkish,‒,‒,Mustafa Denizli,,11/10/1949,110715,,"M. DENIZLI
M. DENİZLİ",ムスタファ デニズリ,,TRUE,71,,,,,,,,PES2019,,,PES2016,
100768,231840,362912,493984,135,U.S. American,‒,‒,Robert Frank 'Bob' Bradley,B. BRADLEY,3/3/1958,130156,,,,,FALSE,,,,"T. COWARD
J. FULFORD","トッシュ カワード
ジョリオン フルフォード",,,,,,PES2017,PES2016,
100770,231842,362914,493986,215,Italian,‒,‒,Mauro Germán Camoranesi Serra,M. CAMORANESI,10/4/1976,69,,,,,FALSE,,,,B. RASTRELLI,バルダッサーレ ラストレッリ,,,,,,,PES2016,
100771,231843,362915,493987,215,Italian,‒,‒,Luciano Spalletti,,3/7/1959,138112,,L. SPALLETTI,ルチアーノ スパレッティ,卢西亚诺·斯帕莱蒂,TRUE,83,,,P. ARDEMAGNI,ペトローニオ アルデマーニ,,,PES2020,PES2019,PES2018,PES2017,PES2016,
100773,231845,362917,493989,144,Argentine,‒,‒,Cristián Roberto Arán Rubio,,7/4/1971,207183,,C. ARÁN,クリスティアン アラン,,TRUE,,,,F. GAONA,フランク ガオナ,,,,,PES2018,PES2017,PES2016,
100774,231846,362918,493990,144,Argentine,‒,‒,Nelson Davíd Vivas,,10/18/1969,300085,,N. VIVAS,ネルソン ビバス,,TRUE,,,,K. SANTAMARIA,ケビン サンタマリア,,,,,PES2018,PES2017,PES2016,
100775,231847,362919,493991,204,English,‒,‒,John Pemberton,J. PEMBERTON,11/18/1964,323536,,,,,FALSE,,,,N. MATHIAS,ナイジェル マサイアス,,,,,,,PES2016,
100776,231848,362920,493992,144,Argentine,‒,‒,Alfredo Daniel Grelak,,6/20/1970,398918,,A. GRELAK,アルフレド グレラク,,TRUE,,,,O. MANRIQUE,オズバルド マンリケ,,,,,,PES2017,PES2016,
100777,231849,362921,493993,144,Argentine,‒,‒,Christian Gustavo Bassedas,,2/16/1973,429185,,C. BASSEDAS,クリスティアン バセダス,,TRUE,,,,,,,,,,PES2018,PES2017,PES2016,
100778,231850,362922,493994,144,Argentine,‒,‒,Pablo Hernán Lavallén,,9/7/1972,430973,,P. LAVALLÉN,"パブロ ラバジェン
パブロ ラバリェン",巴勃罗·拉瓦连,TRUE,69,,,B. RUBIERA,バルタサル ルビエラ,,,PES2020,PES2019,PES2018,PES2017,PES2016,
100779,231851,362923,493995,208,French,‒,‒,Romain Revelli,R. REVELLI,8/22/1977,432041,,,,,FALSE,58,,,"A. Carceles
B. DAMASE","アベル カセレス
ブライアン ダマーズ",,PES2021,,,,,PES2016,
100780,231852,362924,493996,200,Croatian,‒,‒,Zoran Mamić,,9/30/1971,230964,,Z. MAMIĆ,ゾラン マミッチ,佐兰·马米奇,TRUE,73,,,,,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100781,231853,362925,493997,228,Portuguese,‒,‒,José Vítor dos Santos Peseiro,,4/4/1960,165607,,JOSÉ PESEIRO,"ジョゼ ペゼイロ
ジョゼ ペセイロ",,TRUE,74,,,"S. FIGUEIREDO
E. DE ARAUJO
E. NEVES
S. CAVALCANTE","サンドロ フィゲイレド
エウヂニオ ジ アラウージョ
エレウテリオ ネヴェス
セバスチャン カヴァルカンテ",桑德罗·菲格雷多,PES2021,,PES2019,PES2018,PES2017,PES2016,
100782,231854,362926,493998,198,Bosnian or Herzegovinian,‒,‒,Faruk Hadžibegić,,10/7/1957,156892,Фарук Хаџибегић,F. HADŽIBEGIĆ,ファルク ハジベギッチ,法鲁克·哈吉贝吉奇,TRUE,68,,,"M. KULENOVIC
Z. TABAKOVIC
M. PUJIC","マルコ クレノヴィッチ
ズデンコ タバコヴィッチ
ミルナ プイッチ",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100783,231855,362927,493999,228,Portuguese,‒,‒,Eduardo Manuel Martinho 'Nelo' Braganza de Vingada,N. VINGADA,3/30/1953,120068,,,,,FALSE,,,,"S. CORREIA
O. COELHO","セルジオ コレイア
オリンピオ コエーリョ",,,,,,PES2017,PES2016,
100784,231856,362928,494000,208,French,‒,‒,Frédéric Hantz,F. HANTZ,5/30/1966,138861,,,,,FALSE,74,,,"L. NOUVEL
T. ALDAY
J. SAGUER
L. GOUBERT","ランベール ヌーヴェル
ティモテ アルディ
ジャン ジュール サゲ
ルイ パスカル グベール",,,,PES2019,PES2018,PES2017,PES2016,
100785,231857,362929,494001,208,French,‒,‒,François Ciccolini,F. CICCOLINI,6/3/1962,195458,,,,,FALSE,,,,"P. MAZET
J. BOURDAIS","ピエール オーギュスト マゼー
ジャン アントワーヌ ブルデー",,,,,,PES2017,PES2016,
100786,231858,362930,494002,303,Serbian,‒,‒,Ivan Tomić,,1/5/1976,230205,Иван Томић,I. TOMIĆ,イヴァン トミッチ,,TRUE,,,,,,,,,,,,PES2016,
100787,231859,362931,494003,215,Italian,‒,‒,Giovanni Tedesco,,5/13/1972,249471,,G. TEDESCO,ジョヴァンニ テデスコ,,TRUE,,,,,,,,,,,,PES2016,
100788,231860,362932,494004,44,Algerian,‒,‒,Mohamed 'Momo' Bradja,M. BRADJA,11/16/1969,230699,محمد براجه,,,,FALSE,,,,"J. ABDAL HADI
J. ABDULWAHAB","ジハド アブダル ハディ
ジャバド アブドゥルワハブ",,,,,,PES2017,PES2016,
100789,231861,362933,494005,215,Italian,‒,‒,Primo Maragliulo,P. MARAGLIULO,5/14/1961,434405,,,,,FALSE,,,,G. TORRICELLI,ジローラモ トリチェッリ,,,,,,,PES2016,
100790,231862,362934,494006,236,Spanish,‒,‒,Rubén Vega Fuentes,R. VEGA,7/24/1977,61838,,,,,FALSE,,,,J. MARIN,フリオ マリン,,,,,,,PES2016,
100793,231865,362937,494009,204,English,‒,‒,Darren Wassall,D. WASSALL,6/27/1968,434648,,,,,FALSE,,,,U. GIBBENS,ユリシーズ ギブンズ,,,,,,PES2017,,
100794,231866,362938,494010,200,Croatian,‒,‒,Ante Čačić,,9/29/1953,217265,,A. ČAČIĆ,アンテ チャチッチ,,TRUE,74,,,,,,,,PES2019,PES2018,PES2017,PES2016,
100795,231867,362939,494011,210,German,‒,‒,Bernd Storck,,1/25/1963,149997,,B. STORCK,ベルント シュトルク,贝恩德·施托克,TRUE,75,,,"R. ALTIG
O. AMON
W. RICCIUS","ロイ アルティヒ
オリバー アモン
ヴォルフラム リチウス",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100796,231868,362940,494012,144,Argentine,‒,‒,Juan Pablo Vojvoda,,1/13/1975,90967,,J. VOJVODA,ファン パブロ ボイボダ,胡安·巴勃罗·博伊沃达,TRUE,71,,,M. CODINA,マルセリノ コディーナ,马塞利诺·科迪纳,PES2021,PES2020,PES2019,PES2018,,,
100797,231869,362941,494013,146,Brazilian,‒,‒,Felipe José Feres Moreira,F. MOREIRA,1/15/1981,425877,,,,,FALSE,,,,L. PEREIRO,ラウレンソ ペレイロ,,,,,,PES2017,,
100798,231870,362942,494014,224,Dutch,‒,‒,Marcel Keizer,,1/15/1969,203069,,M. KEIZER,マルセル ケイゼル,马塞尔·凯泽尔,TRUE,73,,,"J. DEKKER
C. HENDRIKS
C. BAKKER","ヨペ デケル
セース ヘンドリクス
シカ バッケル",,,PES2020,PES2019,PES2018,,,
100799,231871,362943,494015,236,Spanish,‒,‒,Fabriciano 'Fabri' González Penelas,FABRI GONZÁLEZ,4/25/1955,164998,,,,,FALSE,,,,O. MABILI,オリオール マビリ,,,,,PES2018,,,
100800,231872,362944,494016,229,Romanian,‒,‒,Daniel 'Dan' Vasile Petrescu,,12/22/1967,103804,,D. PETRESCU,ダン ペトレスク,丹·彼得雷斯库,TRUE,68,,,,,,PES2021,,PES2019,,,PES2016,
100801,231873,362945,494017,11,Iranian,‒,‒,Yahya Golmohammadi,,3/19/1971,104648,يحيى گل محمدى‎,Y. GOLMOHAMMADI,ヤフヤ ゴルモハマディ,,TRUE,,,,,,,,,,,,PES2016,
100802,231874,362946,494018,200,Croatian,‒,‒,Igor Štimac,,9/6/1967,248153,,I. ŠTIMAC,イゴール シュティマッツ,,TRUE,,,,,,,,,,,,PES2016,
100803,231875,362947,494019,13,Japanese,‒,‒,Hiroshi Jofuku,,3/21/1961,232721,城福 浩,H. JOFUKU,城福 浩,城福浩,TRUE,71,,,,,,PES2021,PES2020,PES2019,,,PES2016,
100804,231876,362948,494020,16,South Korean,‒,‒,Choi Jin-cheul,,3/26/1971,439,최진철,JIN-CHEUL CHOI,チェ ジンチョル,,TRUE,,,,,,,,,,,,PES2016,
100805,231877,362949,494021,240,Uzbek,‒,‒,Numon Nurmatovich Khasanov,,2/10/1971,435578,"No'mon Nurmatovich Hasanov
Нумон Нурматович Хасанов",N. HASANOV,ヌモン ハサノフ,,TRUE,,,,,,,,,,,,PES2016,
100806,231878,362950,494022,162,Australian,‒,‒,Graham James Arnold,,7/3/1963,212047,,G. ARNOLD,グラハム アーノルド,,TRUE,69,,,R. WYLD,ロン ワイルド,罗恩·怀尔德,PES2021,PES2020,PES2019,,,PES2016,
100807,231879,362951,494023,224,Dutch,‒,‒,Henk ten Cate,,12/9/1954,119288,,H. TEN CATE,"ヘンク テン カーテ
ヘンク テン カテ",亨克·滕卡特,TRUE,71,,,,,,PES2021,PES2020,PES2019,PES2018,,PES2016,
100808,231880,362952,494024,303,Serbian,‒,‒,Ivan Jovanović,,7/8/1962,135777,Иван Јовановић,I. JOVANOVIĆ,イヴァン ヨヴァノヴィッチ,,TRUE,,,,,,,,,,,,PES2016,
100809,231881,362953,494025,240,Uzbek,‒,‒,Andrey Gennadievich Miklyaev,,9/7/1967,436371,"Andrey Gennadyevich Miklyayev
Андрей Геннадьевич Микляев",A. MIKLYAEV,アンドレイ ミクリャエフ,,TRUE,70,,,,,,PES2021,,PES2019,PES2018,,PES2016,
100810,231882,362954,494026,237,Swedish,‒,‒,Sven-Göran Eriksson,,2/5/1948,130176,,S. ERIKSSON,スヴェン イェラン エリクソン,,TRUE,,,,,,,,,,,,PES2016,
100811,231883,362955,494027,147,Chilean,‒,‒,Luis Rodrigo Landeros Villablanca,,11/2/1974,247400,,L. LANDEROS,ルイス ランデロス,,TRUE,,,,,,,,,,,PES2017,,
100812,231884,362956,494028,215,Italian,‒,‒,Roberto Venturato,,4/14/1963,302134,,R. VENTURATO,ロベルト ヴェントゥラート,罗伯托·文图拉托,TRUE,69,,,"B. FRUTTI
M. NICOLAI","バッティアート フルッティ
マルティン ニコライ",巴蒂亚托·弗鲁蒂,PES2021,PES2020,,PES2018,PES2017,,
100814,231886,362958,494030,232,Scottish,‒,‒,Eric Black,E. BLACK,10/1/1963,220169,,,,,FALSE,,,,T. KERRIGAN,トロイ ケリガン,,,,,,PES2017,,
100815,231887,362959,494031,208,French,‒,‒,Ulrich Ramé,U. RAMÉ,9/19/1972,1475,,,,,FALSE,,,,M. STRAUSS KAHN,マルセル ストロス カーン,,,,,,PES2017,,
100816,231888,362960,494032,215,Italian,‒,‒,Cristian Brocchi,,1/30/1976,3996,,C. BROCCHI,クリスティアン ブロッキ,克里斯蒂安·布罗基,TRUE,72,,,F. MORATTI,フラヴィオ モラッティ,,PES2021,,,,PES2017,,
100817,231889,362961,494033,215,Italian,‒,‒,Simone Inzaghi,,4/5/1976,4074,,S. INZAGHI,シモーネ インザーギ,西蒙尼·因扎吉,TRUE,82,,,,,,PES2021,PES2020,PES2019,PES2018,PES2017,,
100818,231890,362962,494034,210,German,‒,‒,Thomas Tuchel,,8/29/1973,110756,,T. TUCHEL,トーマス トゥヘル,,TRUE,86,,,M. PREUSS,モリッツ プロイス,莫里茨·普罗伊斯,PES2021,PES2020,PES2019,PES2018,PES2017,,
100819,231891,362963,494035,224,Dutch,‒,‒,Jan Olde Riekerink,J. O. RIEKERINK,2/22/1963,440047,,,,,FALSE,73,,,G. DIJKSTRA,フース デイクストラ,,,,PES2019,,,,
100820,231892,362964,494036,204,English,‒,‒,Joseph 'Joe' Royle,J. ROYLE,4/8/1949,240447,,,,,FALSE,,,,"B. KEATS
I. ALLHOFF","ブライアン キーツ
インタイヤ オルホフ",,,,,PES2018,PES2017,,
100821,231893,362965,494037,210,German,‒,‒,André Breitenreiter,A. BREITENREITER,10/2/1973,185170,,A.BREITENREITER,アンドレ ブライテンライター,,TRUE,,,,,,,,,,,PES2017,,
100822,231894,362966,494038,215,Italian,‒,‒,Luigi De Canio,,9/26/1957,138029,,L. DE CANIO,ルイージ デ カーニオ,,TRUE,,,,I. RICCIO,イグリ リッチョ,,,,,PES2018,PES2017,,
100823,231895,362967,494039,204,English,‒,‒,Philip John Parkinson,P. PARKINSON,12/1/1967,208906,,,,,FALSE,60,,,"A. CONLON
C. BOECE","アダルバート コンロン
チャーリー ボイーズ",,,,PES2019,PES2018,,,
100825,231897,362969,494041,215,Italian,‒,‒,Cristiano Bergodi,C. BERGODI,10/14/1964,194999,,,,,UNATTESTED,,,,,,,,,,,,,
100827,231899,362971,494043,144,Argentine,‒,‒,José Luis Acciari,J. ACCIARI,11/29/1978,58921,,,,,UNATTESTED,,,,,,,,,,,,,
100828,231900,362972,494044,236,Spanish,‒,‒,Pedro Munitis Álvarez,P. MUNITIS,6/19/1975,3266,,,,,UNATTESTED,,,,,,,,,,,,,
100829,231901,362973,494045,197,Belgian,‒,‒,Michel Georges Jean Ghislain Preud'homme,,1/24/1959,114527,,M. PREUD'HOMME,ミシェル プロドーム,米夏埃尔·普鲁德霍姆,TRUE,74,,,,,,PES2021,PES2020,PES2019,PES2018,PES2017,,
100830,231902,362974,494046,215,Italian,‒,‒,Franco Lerda,F. LERDA,8/19/1967,250550,,,,,FALSE,,,,A. MASSI,アウレリアーノ マッシ,,,,,,PES2017,,
100831,231903,362975,494047,144,Argentine,‒,‒,Juan Eduardo Esnáider Belén,,3/5/1973,209684,,J. ESNÁIDER,ファン エスナイデル,,TRUE,74,,,D. OCANA,ダニ オカーニャ,,,,PES2019,,PES2017,,
100832,231904,362976,494048,204,English,‒,‒,Paul Darren Williams,P. WILLIAMS,3/26/1971,439777,,,,,FALSE,,,,H. BUTTON,ホプキン バトン,,,,,,PES2017,,
100833,231905,362977,494049,208,French,‒,‒,Jean-Philippe Faure,J.-P. FAURE,11/17/1966,418538,,,,,FALSE,67,,,"C. VERNAY
L. RIVIERE
A. SCHLESSER","シプリアン ヴェルネ
リュック リヴィエール
アダム シュレッサー",,,,PES2019,PES2018,PES2017,,
100834,231906,362978,494050,144,Argentine,‒,‒,Raúl Alejandro Celis Sanzotti,,1/12/1975,91447,,R. SANZOTTI,ラウール サンソッティ,,TRUE,62,,,,,,,,PES2019,,,,
100835,231907,362979,494051,208,French,‒,‒,David Guion,D. GUION,9/30/1967,169551,,,,,FALSE,73,,,"P. SAINT AMANS
L. BONHOMME
C. MATHIEU
R. LACEPEDE
Y. SEIGNEUR","ポーロ サン アマン
ルイ オーギュスト ボノム
シプリアン マテュー
ラファエル ラスペード
ユーリ セニュール",保罗·圣阿芒,PES2021,PES2020,PES2019,PES2018,PES2017,,
100836,231908,362980,494052,204,English,‒,‒,Paul Heckingbottom,P. HECKINGBOTTOM,7/17/1977,15974,,P.HECKINGBOTTOM,ポール ヘッキンボトム,保罗·赫金博特姆,TRUE,66,,,"V. LYNES
H. BRAMBLE
M. HAWKER","ヴィヴィアン ラインズ
ホレーショー ブランブル
マンセル ホーカー",,PES2021,PES2020,PES2019,PES2018,PES2017,,
100837,231909,362981,494053,236,Spanish,‒,‒,José Manuel González López,,10/14/1966,209707,,JOSÉ GONZÁLEZ,ホセ ゴンサレス,何塞·冈萨雷斯,TRUE,64,,,"A. LEGAZPI
E. OUDOREADO","アイトール レガスピ
エドゥ オウドリード",,PES2021,,,PES2018,PES2017,,
